cg00000292	0.733668384580067
cg00002426	0.0364054788144593
cg00003994	0.0404580521551204
cg00005847	0.229381893718007
cg00006414	0.0202038347516813
cg00007981	0.0101230439760168
cg00008493	0.992459362815214
cg00008713	0.00959783957251463
cg00009407	0.00621978022653768
cg00010193	NA
cg00011459	0.95877270584937
cg00012199	0.00807556000347203
cg00012386	0.00876796622810721
cg00012792	0.0106612481184134
cg00013618	0.917347938916509
cg00014085	0.0108086695983652
cg00014837	0.968013415464246
cg00015770	0.0788171000329841
cg00016968	0.188689634338477
cg00019495	0.0274479539767788
cg00020533	0.968146911018824
cg00021527	0.00856783224407414
cg00022606	NA
cg00022866	0.786141460270597
cg00024396	0.0207912442449171
cg00024812	0.0140073978334157
cg00025138	0.00985643666141781
cg00025991	0.557108220795283
cg00027083	0.74159066644422
cg00027674	0.023247239782853
cg00029826	0.0479903978853364
cg00029931	0.456941285805997
cg00030047	0.833924147880747
cg00031162	0.832278059227237
cg00032227	0.00600299418990984
cg00032666	0.819072153257996
cg00033516	0.0139964790129306
cg00033773	0.830993294472687
cg00034039	0.0259739387569031
cg00035347	0.0612816441204791
cg00035623	0.0392697973502638
cg00037763	0.966306306664733
cg00037940	0.921559338189342
cg00040861	0.0142801520257842
cg00040873	0.0979865159131778
cg00041575	0.371662820646015
cg00042156	NA
cg00043004	0.00696623642799889
cg00043080	0.931094269390659
cg00044245	0.0144446898128896
cg00044729	0.894136261335712
cg00047050	0.0178972205400457
cg00047469	0.0100069564653377
cg00049986	0.148901401631134
cg00050312	NA
cg00051623	NA
cg00051979	0.0256433346831075
cg00053292	0.0265775324199367
cg00053647	NA
cg00054706	0.0140276723965434
cg00055233	NA
cg00056767	0.014181093371058
cg00057593	0.74797928003547
cg00058938	0.195915807365354
cg00059225	0.132402035092818
cg00059424	0.010417851840443
cg00059740	0.00929149620019606
cg00059930	0.938278357951409
cg00060762	0.0108232745899583
cg00060882	NA
cg00061059	0.017271677874965
cg00061629	0.957114755493601
cg00062776	0.928241345868624
cg00063144	0.917766990034584
cg00065385	0.978911768672615
cg00065408	0.00974736943318237
cg00066153	0.955526821274915
cg00066816	0.406019633796185
cg00067471	0.0583991157409844
cg00069261	0.0279057130777285
cg00071250	0.759769262534448
cg00071998	0.014625497441423
cg00072216	0.00960224707307366
cg00073650	NA
cg00075967	0.372282878144848
cg00076645	0.0207055979228764
cg00077457	0.918220661354337
cg00077877	0.190117281861258
cg00078194	NA
cg00078867	0.662883692957624
cg00079056	0.958665319599222
cg00079563	0.0158107568369525
cg00080012	0.00694839194074729
cg00081935	0.0112263093509856
cg00081975	0.0163106514926821
cg00083720	0.00881642967838968
cg00083937	0.423922319595599
cg00084687	0.00699302280746512
cg00089071	0.0108737928452056
cg00090147	0.368510991744831
cg00091693	0.710125637351045
cg00093177	0.936512350648549
cg00094319	NA
cg00094851	0.0868408166257027
cg00095526	0.819929962003822
cg00095674	0.0237862204194256
cg00096922	0.0179724842226603
cg00097536	0.0110300832406672
cg00098162	0.921467312907
cg00098239	0.00632659898959186
cg00099550	0.0118116484171644
cg00101227	0.871005015893523
cg00103783	0.00765515510775692
cg00105253	0.0381958808102388
cg00105470	0.0100420224446645
cg00107187	0.130275645485561
cg00107488	0.193668367082344
cg00107632	0.00679352547414621
cg00108454	0.263570681436743
cg00109274	0.00722457715499484
cg00112517	0.0223144702440874
cg00113020	0.759607311954978
cg00113951	0.396944505871065
cg00115714	NA
cg00116234	0.0158509030983517
cg00116838	0.0890247560286265
cg00117172	0.626705955615276
cg00119079	0.0142523344156204
cg00121158	0.00741272893395235
cg00121640	0.100439313514541
cg00121904	0.350254458814918
cg00123035	0.0120347951385049
cg00126034	0.0119306514480537
cg00126657	NA
cg00126698	0.752435475022687
cg00128197	0.477657172163941
cg00128560	0.94826559499219
cg00128654	0.0108167666312176
cg00128766	NA
cg00128877	0.0571105013899989
cg00129774	0.0102234113486597
cg00131121	NA
cg00131557	0.915659702230866
cg00132141	NA
cg00133909	0.00920678152086045
cg00134539	0.941561681911814
cg00134787	0.213885814449584
cg00135056	0.053905390297701
cg00135393	NA
cg00136105	0.0139575304550526
cg00136405	NA
cg00136477	0.805375397559985
cg00136736	0.0152850220478455
cg00138126	0.721187435686235
cg00141162	0.785645871694563
cg00141550	0.671392630828196
cg00141845	0.138372464554365
cg00143376	0.556942472286032
cg00143998	NA
cg00145118	NA
cg00145348	0.583246028082854
cg00146096	0.00696191553936132
